name_desc,seed,batch_size,transfer_lr,transfer_epochs,membtf,epochs,space,transfer_space,joint_repr,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,spr,kdt,spr_std,kdt_std
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,1,0.15785550691981248,0.11015290502799198,0.0,1.925929944387236e-34
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,2,0.15785550691981248,0.11015290502799198,0.0,1.925929944387236e-34
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,3,0.1741628171449886,0.11707339887482891,0.00013015112867590433,5.381700189746757e-05
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,4,0.20516604424677534,0.14099736128303372,0.002969765774937579,0.001550530676392807
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,5,0.21278892483746037,0.1427187642927108,0.0016164311297777432,0.0009178389344664748
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,6,0.21052765875341092,0.14563840463432495,0.002207688929210793,0.0011557835410011057
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,7,0.13341254397888416,0.0927181890755749,0.0005306847972758264,0.00016959592149173627
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,8,0.1760314897807843,0.12251533023806865,0.022234433669664266,0.010213821405769184
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,16,0.19671803206274543,0.1340152606660469,0.006425391322021572,0.002694571267960952
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,32,0.2927716683085892,0.20032468093737169,0.0004548710597700475,0.00028557894894801547
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,64,0.30264628102598207,0.20681392739315943,0.009463365408710114,0.0047590016830093285
cate_allsst,42,8,0.001,30,True,150,ENAS_fix-w-d,PNAS_fix-w-d,True,adj_gin_cate,2,pwl,False,ensemble,False,128,0.4728711482077461,0.3230844830309569,0.005095268948793073,0.002606739269760653
